task_index,instruction,scoring_points
keymanapp#keyman#10001,"In the keyman repository/app, there was a Windows installer problem: after a release, package installation stopped finding the bundled MSI and always attempted to download a remote version instead. The failure was tied to differences in the generated setup.inf between a working and a non-working self-installer. Your task is to identify the root cause component (which file/module was responsible) and the root cause reason (what specifically went wrong) that led to the installer not recognizing the bundled MSI.","The predicted root cause component is windows/src/desktop/setup/Keyman.Setup.System.InstallInfo.pas (module: Keyman.Setup.System.InstallInfo.TInstallInfo). The predicted root cause reason is that the setup.inf parsing did not trim whitespace from lines, keys, and values (and the setup.inf generation introduced trailing spaces), causing section/header comparisons and the MSI filename check to fail (so the bundled MSI path was not recognized)."
keymanapp#keyman#9819,"In the keyman repository, there was an app crash: the FV Keyboards stable-16.0.142 iOS build crashed immediately on launch while under Apple review. The release had no functional code changes from the previous stable build, though it was built with updated tooling/environment. Your task is to identify the root cause component and reason","The predicted root cause component is ios/Cartfile (and the iOS KeymanEngine project file: ios/engine/KMEI/KeymanEngine.xcodeproj, module: KeymanEngine). The predicted root cause reason is a missing/unembedded third-party Zip framework (dependency packaging/linking failure) that caused the dynamic loader to fail to load the framework at app startup."
keymanapp#keyman#9428,"In the keyman repository/app, Launchpad builds were failing for Ubuntu Mantic (23.10) packages — e.g., arm64 builds reported as ""Failed to build"" when the CI tried to build for the Mantic distribution. Your task is to identify the root cause component and reason that led to these failing Launchpad builds. In particular, which file/module was responsible and what went wrong to cause Launchpad to attempt or perform those failing builds?","The predicted root cause component is linux/scripts/launchpad.sh (module: linux.scripts.launchpad.sh). The predicted root cause reason is that the release/distributions configuration included the unsupported 'mantic' distribution (the distributions variable contained 'mantic'), causing Launchpad to attempt Mantic builds that fail due to an upstream/packaging incompatibility; the build script needed to exclude/disable Mantic builds (remove/comment out 'mantic')."
keymanapp#keyman#8920,"In the keyman repository, there was a build failure: compiling the core component with GCC 13 failed while processing include headers, producing errors that a fixed-width integer type (such as uint32_t) was not defined. This happened when building core headers that are used by both C and C++ code. Your task is to identify the root cause component and reason","The predicted root cause component is core/include/keyman/keyboardprocessor_bits.h (module: core.include.keyman.keyboardprocessor_bits). The predicted root cause reason is a missing #include <stdint.h> in that header, causing fixed-width integer types like uint32_t to be undefined when compiling with GCC 13."
keymanapp#keyman#8817,"In the keyman repository, there was a Windows build failure: the Text Editor component's symbol packaging/upload step failed during automated builds, causing the overall build to fail when producing debug symbols for the text editor. Your task is to identify the root cause component and reason that led to this failure.","The predicted root cause component is windows/src/support/texteditor/Makefile (Module: windows.src.support.texteditor.Makefile). The predicted root cause reason is a missing 'wrap-symbols' Makefile target (i.e., the Makefile did not define the symbol-wrapping/upload rules), so the build attempted to invoke a symbols packaging step that wasn't implemented in this module."
keymanapp#keyman#8684,"In the keyman repository, there was a CI build failure on the stable-16.0 branch: mac packaging shell scripts that compute file sizes and hashes for DMG/artifacts failed during the iOS/mac build pipeline, causing the build to abort. Your task is to identify the root cause component and reason","The predicted root cause component is mac/Keyman4MacIM/write-download_info.sh (module: mac.Keyman4MacIM.write_download_info) and resources/shellHelperFunctions.sh (module: resources.shellHelperFunctions). The predicted root cause reason is that the scripts invoked the stat command without using the absolute system path, allowing an incompatible/stat binary from PATH (e.g., a Homebrew-provided stat) to be used; this caused file-size extraction to fail (missing/incorrect stat invocation) — fixed by calling /usr/bin/stat explicitly."
keymanapp#keyman#8348,"In the keyman repository/app, there was a failure in the release/build pipeline during the npm publish step: the publish step aborted due to a shell script syntax error, and on Windows builds lines that looked like shell comments were executed as commands (causing noisy errors) while the build scripts did not fail-fast. Your task is to identify the root cause component and reason that led to these failures (which file/module was at fault, and what exactly went wrong).","The predicted root cause component is resources/build/npm-publish.inc.sh (Module: resources.build.npm_publish_inc_sh). The predicted root cause reason is a mismatched shell control structure (an extra/stray 'fi' left in the script) causing a bash syntax error; additionally the script assumed builder.inc.sh was already included (so bash-style comments could be embedded when the snippet was used in the wrong context), leading to comment lines being interpreted in a Windows batch context and scripts not failing fast."
keymanapp#keyman#7005,"In the keyman repository/app, there was a bug where Keyman Developer's compiler emitted invalid JavaScript when keyboards used unquoted single-digit numbers in stores/if() comparisons. In practice a compiled keyboard contained malformed escape sequences for those stored numeric values which caused the generated JavaScript to be incorrect and fail at runtime. Your task is to identify the root cause component (file/module) and the root cause reason for this failure.","The predicted root cause component is developer/src/tike/compile/CompileKeymanWeb.pas (module: developer.src.tike.compile.CompileKeymanWeb). The predicted root cause reason is that hexadecimal escapes were generated using a single-digit width (IntToHex with width=1), producing single-digit escapes like ""\x1"" instead of zero-padded two-digit escapes like ""\x01"" (missing padding), resulting in invalid JavaScript."
keymanapp#keyman#6981,"In the keyman Android app, there was a bug where rapid typing sometimes produced missing letters (and sometimes malformed suggestions). While a user was typing quickly, some key presses would be ignored and sequences of characters would be missing even though every key was touched. This happened intermittently during fast input and appears related to how touch/longpress behavior was being handled. Your task is to identify the root cause component and reason","The predicted root cause component is android/KMEA/app/src/main/java/com/tavultesoft/kmea/KMKeyboard.java (module: com.tavultesoft.kmea.KMKeyboard). The predicted root cause reason is that touch/gesture movement detection in the keyboard's touch handling erroneously triggered longpress/subkey behavior on tiny finger movements (or otherwise mis-handled subkey window state), which blocked or swallowed subsequent key events and caused letters to be omitted during rapid typing."
keymanapp#keyman#5932,"In keyman, there was an attempt to release version 14.0 but the CI build failed when publishing the APK to Google Play — the publishReleaseApk step failed and the release could not be completed. Your task is to identify the root cause component and reason","The predicted root cause component is android/KMAPro/kMAPro/build.gradle (module: com.tavultesoft.kmapro). The predicted root cause reason is that the project was targeting/compiling against API level 29 (targetSdkVersion/compileSdkVersion set to 29), which did not meet the Play Store requirement to target API level 30, causing the publish task to be rejected."
keymanapp#keyman#5344,"In the keyman repository, there was an installation failure when installing the keyman Debian package: during post-installation the installer reported it was ""called to compile glib schemas"" and then failed with ""glib-compile-schemas: command not found"", causing package configuration to abort. Your task is to identify the root cause component and reason","The predicted root cause component is linux/keyman-config/debian/control (module: linux.keyman-config.debian.control). The predicted root cause reason is a missing dependency: the post-install script invoked the glib-compile-schemas tool which was not available because libglib2.0-bin was not listed in the package Depends, causing the command-not-found error and installation failure."
keymanapp#keyman#5312,"In the keyman repository, there was a severe performance problem when tapping into the emulated text input (TouchAliasElement) on touch/mobile devices: focusing a textarea with only a few thousand characters could take many seconds, and a profile showed nearly all of the touchstart time was spent trying to place the caret. Your task is to identify the root cause component (which file/module was responsible) and the root cause reason (what went wrong) that produced this slow caret placement behavior.","The predicted root cause component is web/source/dom/domEventHandlers.ts (module: com.keyman.dom.DOMEventHandlers). The predicted root cause reason is an inefficient caret-placement implementation in the touch-focus handler (setFocusWithTouch) that performed an expensive, iterative/linear search (repeatedly moving the caret and measuring positions) rather than using an optimized search, causing excessive work and very poor performance when the text content was large."
keymanapp#keyman#5246,"In keyman, there was a progressive input lag on mobile devices: after typing a moderate amount of text (roughly a dozen lines on Android) each keystroke became visibly slow (hundreds of milliseconds per key). Profiling pointed to the text transform construction path (the code that computes and applies changes to the output target) being invoked many times per keystroke and dominating the time. Your task is to identify the root cause component and reason.","The predicted root cause component is common/core/web/keyboard-processor/src/text/outputTarget.ts (module: com.keyman.text.OutputTarget). The predicted root cause reason is an inefficient O(N^2) algorithm in OutputTarget.buildTransformFrom that repeatedly used SMP-aware per-character access (String.kmwCharAt) / scanned from the start of the string, causing excessive repeated work and poor handling of surrogate pairs; in short, a missing algorithmic optimization (inefficient string traversal) causing severe performance regression."
keymanapp#keyman#5245,"In keyman, there was a crash on Windows when a user clicked the “(none)” link in the Hotkeys dialog while trying to change a hotkey — the application consistently crashed on that action. Your task is to identify the root cause component and reason","The predicted root cause component is windows/src/engine/kmcomapi/com/system/keymancontrol.pas (Module: windows.src.engine.kmcomapi.com.system.keymancontrol.TKeymanControl) and the related engine export files windows/src/engine/keyman32/k32_globals.cpp (Module: windows.src.engine.keyman32.k32_globals) and windows/src/engine/keyman32/KEYMAN32.DEF (Module: windows.src.engine.keyman32.KEYMAN32). The predicted root cause reason is a binary compatibility/interface stability regression: COM/interface methods and exported endpoints were removed/reordered (vtable/exports changed), causing a mismatch between the caller and the updated DLLs (missing/reordered exports or vtable entries) which led to the crash."
keymanapp#keyman#5072,"In keyman, there was a recurring test failure during Debian package builds: unit tests for the keyboard processor package crashed on armhf and s390x while running tests that load and process keyboard files. The failures only occurred on those architectures and appeared while the test suite was initializing/expanding keyboard data read from .kmx files. Your task is to identify the root cause component and reason","The predicted root cause component is common/core/desktop/src/kmx/kmx_file.cpp (and its declaration in common/core/desktop/src/kmx/kmx_processor.h) — specifically the FixupKeyboard method in module common.core.desktop.kmx.KMX_Processor. The predicted root cause reason is incorrect handling of file-relative offsets/empty arrays in FixupKeyboard: pointer arithmetic/offset expansion produced an invalid pointer for empty key arrays (and used NULL in arithmetic), causing an invalid pointer/cast on certain architectures (armhf/s390x) and resulting in crashes (bus errors)."
keymanapp#keyman#4387,"In the keyman repository/app, there was an iOS app crash that occurred shortly after a user tapped “download” to install a keyboard package. The crash happened while the Installed Languages screen was handling package download/update notifications (e.g., download failure or batch update completion) and was observable as an immediate app crash or freeze when the package operation finished. Your task is to identify the root cause component and reason.","The predicted root cause component is ios/engine/KMEI/KeymanEngine/Classes/Settings/InstalledLanguagesViewController.swift (Module: ios.engine.KMEI.KeymanEngine.Classes.Settings.InstalledLanguagesViewController). The predicted root cause reason is improper use of DispatchQueue.main.sync (synchronous dispatch to the main queue) from code that is already running on the main queue, causing a deadlock/crash (i.e., incorrect main-thread concurrency handling; should use async instead)."
keymanapp#keyman#4240,"In the keyman repository (keymanweb), selecting a keyboard on keymanweb.com caused the page to lock up for several seconds while the on-screen keyboard (OSK) was built. Profiling showed the UI was spending almost all of that time during OSK construction (the desktop OSK build), causing very slow keyboard load times. Your task is to identify the root cause component and reason that made OSK building so slow.","The predicted root cause component is web/source/osk/oskManager.ts (module: com.keyman.osk.OSKManager). The predicted root cause reason is repeated, expensive parsing/loading of the OSK-related web cookie (redundant loadCookie calls / missing caching of cookie-derived state), causing excessive CPU work during OSK construction and dramatically slowing keyboard load."
keymanapp#keyman#4382,"In keyman, there was an iOS app crash that occurred while performing resource updates: when a package download/install failed during a batch update the app crashed instead of gracefully reporting the failure. Your task is to identify the root cause component and reason","The predicted root cause component is ios/engine/KMEI/KeymanEngine/Classes/Resource Management/ResourceDownloadQueue.swift (Module: ios.engine.KMEI.KeymanEngine.Classes.ResourceManagement.ResourceDownloadQueue). The predicted root cause reason is an out-of-bounds/incorrect array access when recording download errors for a batch (wrong index used when writing into batch.errors), causing a crash (invalid index access/force unwrap)."
keymanapp#keyman#2682,"In the keyman repository, building the Debian package for the keyman-config component failed during packaging: the package build aborted because a required gsettings schema file was not present in the files to be installed, so the packaging step could not copy and compile the schema. Your task is to identify the root cause component and reason responsible for this packaging failure. In particular, state which file or module needed to be changed and why the missing schema file was not included during packaging.","The predicted root cause component is linux/keyman-config/MANIFEST.in (module: linux.keyman-config.MANIFEST.in). The predicted root cause reason is that the gsettings schema file com.keyman.gschema.xml was not listed in the MANIFEST.in, so it was not included in the package sources/manifest and therefore missing during dh_install packaging, causing the build to fail."
keymanapp#keyman#1548,"In keyman, there was a problem where upgrading Keyman Desktop from 9.0 to 11.0 beta caused all user settings and installed keyboards to be lost; the upgrade did not preserve existing keyboards and settings and left behind the old 9.0 program data folder. Your task is to identify the root cause component and reason","The predicted root cause component is windows/src/desktop/setup/UfrmRunDesktop.pas (module: windows.src.desktop.setup.UfrmRunDesktop.TfrmRunDesktop). The predicted root cause reason is incorrect initialization/usage of upgrade flags (a copy-paste/variable-name bug: CheckVersion10Upgrade was resetting FCanUpgrade9/FRunUpgrade9 instead of FCanUpgrade10/FRunUpgrade10), causing the upgrade path to not run/preserve settings."
home-assistant#android#5297,"In the android app repository, there was a problem where the ""Always show first view when opening app"" option stopped working after upgrading Home Assistant core (reported on core 2025.5). Users with the option enabled expected the app to start on the default/first dashboard view on next launch, but the app would instead remain on the previous view or not present the default dashboard. Your task is to identify the root cause component and reason that allowed this behavior to occur.","The predicted root cause component is app/src/main/kotlin/io/homeassistant/companion/android/webview/WebViewActivity.kt (module: io.homeassistant.companion.android.webview.WebViewActivity) and the related external bus message file app/src/main/kotlin/io/homeassistant/companion/android/webview/externalbus/ExternalBusMessage.kt (module: io.homeassistant.companion.android.webview.externalbus.ExternalBusMessage). The predicted root cause reason is that the WebView navigation logic relied on injecting DOM-manipulating JavaScript and did not clear/replace the WebView history, and there was no support for the newer external-bus ""navigate"" command (ExternalBusMessage was not structured/serializable to send the new navigate payload). Together this caused the app to fail to reliably navigate to and present the first/default view on start."
home-assistant#android#4894,"In android/app, there was a failure where users connecting to a Home Assistant server protected by HTTP authentication could not reliably log in via the companion app. When the in-app HTTP auth prompt appeared it would often be quickly covered by a ""couldn't connect"" error dialog after a couple seconds, preventing users from entering credentials or causing them to get locked out. Your task is to identify the root cause component and reason","The predicted root cause component is app/src/main/java/io/homeassistant/companion/android/webview/WebViewActivity.kt (io.homeassistant.companion.android.webview.WebViewActivity). The predicted root cause reason is that the HTTP-auth flow in WebViewActivity did not properly guard against other webview error UI and interrupted the auth prompt (isShowingError was not set/managed when the auth dialog was shown), and additionally the auto-proceed path used nullable-safe calls for httpAuth fields (httpAuth?.username / httpAuth?.password) which prevented correct automatic credential submission."
home-assistant#android#4513,"In the Home Assistant Android app, opening the Allow List selection popup for the 'Next Alarm' sensor caused the app to hang or appear to crash, preventing the user from choosing which apps are allowed to register alarm notifications. This occurred when tapping the Allow List option to open the selection dialog. Your task is to identify the root cause component and reason.","The predicted root cause component is app/src/main/java/io/homeassistant/companion/android/settings/sensor/SensorDetailViewModel.kt (module: io.homeassistant.companion.android.settings.sensor.SensorDetailViewModel). The predicted root cause reason is that the code loaded setting/dialog entries synchronously on the UI thread (blocking/long-running work), causing an ANR/hang; missing asynchronous loading and loading-state handling for dialog entries."
home-assistant#android#4469,"In the android repository/app, there was a problem where picture/camera widgets failed to display SVG images — when an image entity produced an SVG the widget showed a blank/missing image instead of the SVG. This occurred in the context of updating the app's image loading code for widgets. Your task is to identify the root cause component and reason","The predicted root cause component is app/src/main/java/io/homeassistant/companion/android/HomeAssistantApplication.kt (Module: io.homeassistant.companion.android.HomeAssistantApplication). The predicted root cause reason is that Coil was configured/used without an SVG decoder (missing coil-svg dependency or missing registration of the SVG decoder in the ImageLoader), so SVG images could not be decoded and therefore did not display."
home-assistant#android#4134,"In the android repository/app, there was a bug where notification action URIs generated from a template did not open the expected todo entity and instead opened the default /lovelace view; the clickAction behavior was unaffected. Your task is to identify the root cause component and reason that led to this incorrect handling of the templated notification URI.",The predicted root cause component is gradle/libs.versions.toml (module: kotlinx-coroutines). The predicted root cause reason is an outdated/incorrect dependency version of kotlinx-coroutines (1.8.1) causing the notification template URI handling to behave incorrectly; upgrading to kotlinx-coroutines 1.9.0 fixes the issue.
home-assistant#android#3986,"In the Home Assistant Android app repository, users reported that the network sensors were not reporting the Wi‑Fi IP address while the device was connected to Wi‑Fi on a HUAWEI Mate 10 Pro running EMUI 12. The app showed no Wi‑Fi IP address despite an active Wi‑Fi connection. Your task is to identify the root cause component and reason that led to this failure.","The predicted root cause component is gradle/libs.versions.toml (Module: gradle.libs.versions.toml). The predicted root cause reason is that the change only bumped the io.sentry:sentry-android dependency from 7.19.0 to 7.19.1 and did not change the network sensor code — the actual bug is an issue in the network sensor implementation: incorrect/insufficient handling of Wi‑Fi IP retrieval on certain Huawei/EMUI devices (platform/API/permission handling), causing the IP address to not be detected."
home-assistant#android#3985,"In the Home Assistant Android app repository, users reported that when creating or editing a Service Button Widget for the nodered.trigger service, SWITCH entities (for example, switch.* entities) do not appear in the list of selectable entities. This happens while attempting to pick an entity target for that service in the widget configuration UI. Your task is to identify the root cause component and reason that led to SWITCH entities being omitted from the candidate list.","The predicted root cause component is app/src/main/java/io/homeassistant/companion/android/widgets/servicebutton/ServiceButtonEditViewModel.kt (module: :app).  The predicted root cause reason is incorrect parsing/filtering of the service's target/entity domains when building the selectable entity list (a logic bug that excludes 'switch' entities for the nodered.trigger service — e.g., wrong field checked or missing domain handling leading to switches being filtered out)."
home-assistant#android#3756,"In the android app, there was an issue where Android Auto's vehicle screen got stuck on a perpetual loading state: the app showed a loading spinner forever and did not display any entities or favorites when opening the vehicle UI. Your task is to identify the root cause component and reason",The predicted root cause component is app/src/main/java/io/homeassistant/companion/android/vehicle/MainVehicleScreen.kt (Module: io.homeassistant.companion.android.vehicle.MainVehicleScreen). The predicted root cause reason is that the loading logic relied on domains.isEmpty() and did not track whether domains had been loaded (missing/incorrect initialization/state flag). This caused the loader to remain visible indefinitely when domains were initially empty or not yet marked as loaded (missing domainsAdded check).
home-assistant#android#3523,"In the android repository's WearOS companion app, users were unable to activate or deactivate any sensors from the app. Toggling a sensor appeared to fail each time (already-active sensors like battery level continued to be reported, but new toggles had no effect). Your task is to identify the root cause component and reason that led to this failure.",The predicted root cause component is gradle/libs.versions.toml (Module: gradle.libs.versions.toml). The predicted root cause reason is an incorrect/outdated Hilt dependency version (hilt was set to 2.48.1) causing a dependency/DI-related runtime issue that prevented retrieving core configuration for sensor sync; upgrading Hilt to 2.49 fixed the problem.
home-assistant#android#3493,"In the android app, there was a performance regression in a beta build: the app became very slow to start (tapping the Home Assistant icon resulted in a long delay before the app finished launching). Your task is to identify the root cause component and reason",The predicted root cause component is gradle/libs.versions.toml (dependency io.sentry:sentry-android). The predicted root cause reason is that upgrading the io.sentry:sentry-android dependency from 7.10.0 to 7.11.0 introduced a performance regression (Sentry initialization at app startup causing slow launch).
home-assistant#android#3314,"In android, there was an issue where the History page would start refreshing endlessly after the user navigated to an entity that does not exist, making it impossible to view the history for that entity. Your task is to identify the root cause component and reason",The predicted root cause component is gradle/libs.versions.toml (module: io.sentry:sentry-android). The predicted root cause reason is a bug in the Sentry Android SDK version 7.10.0 (io.sentry:sentry-android) that caused problematic behavior (session/exception handling leading to a UI refresh/reload loop) which was resolved by upgrading the dependency to 7.11.0.
home-assistant#android#3303,"In the Android companion app repository, there was a report of a device profile where one Home Assistant instance consumed 100%+ CPU and the system log (logcat) was being flooded; attempting to collect logs just spun without completing. Your task is to identify the root cause component and reason that led to this high CPU / log flooding behavior.","The predicted root cause component is app/build.gradle.kts (Module: app.build.gradle.kts). The predicted root cause reason is a bug in the kotlinx-coroutines dependency (version 1.6.1) — specifically the ThreadLocalElement/Coroutine context handling bug that caused coroutine thread-local state to be mishandled, leading to excessive CPU usage and log flooding; fixed by upgrading kotlinx-coroutines to 1.6.2."
home-assistant#android#3268,"In the android app repository, there was a bug where videos on certain Samsung devices (S21 and S22) did not automatically enter full-screen when they were supposed to. The user reported that the video only becomes full screen after switching away to other screens or closing and reopening the app; full-screen works fine in Chrome and the problem started occurring recently on those devices. Your task is to identify the root cause component and reason","The predicted root cause component is app/build.gradle.kts (Module: app.build.gradle.kts), automotive/build.gradle.kts (Module: automotive.build.gradle.kts), common/build.gradle.kts (Module: common.build.gradle.kts), and wear/build.gradle.kts (Module: wear.build.gradle.kts) — i.e., the dependency coordinates in the project build files that were updated. The predicted root cause reason is an out-of-date/incorrect kotlinx.coroutines dependency version (kotlinx-coroutines-core / kotlinx-coroutines-android / kotlinx-coroutines-guava at 1.6.4) causing a coroutine-related runtime issue affecting the fullscreen video behavior; bumping the coroutines libraries to 1.7.1 fixed the problem."
home-assistant#android#3215,"In the android repository, beacon monitor commands stopped working: when Home Assistant sends the command to turn on beacon monitoring while the phone is in the HOME zone, the automation waits for beacons but they are never discovered/updated in the app. Your task is to identify the root cause component and reason","The predicted root cause component is common/src/main/java/io/homeassistant/companion/android/common/bluetooth/ble/IBeaconMonitor.kt (Module: io.homeassistant.companion.android.common.bluetooth.ble.IBeaconMonitor). The predicted root cause reason is that the sensor update broadcast/notification was targeted at the wrong receiver after the code was moved to the common module (missing/incorrect broadcast receiver usage or missing receiver registration), so sensor updates were never sent."
home-assistant#android#3120,"In the Home Assistant Android app, Quick Settings (Tiles) did not visually refresh their state when tapped — for example, turning a light on would successfully change the entity but the tile color/state did not update until the Quick Settings panel was reopened (observed on Android 12/13). Your task is to identify the root cause component and reason","The predicted root cause component is app/src/main/java/io/homeassistant/companion/android/qs/TileExtensions.kt (module: io.homeassistant.companion.android.qs.TileExtensions). The predicted root cause reason is that the Tile implementation was not subscribing to entity state change updates for tiles (missing state-change subscription/collection), so tiles did not receive and apply state updates after a tap and therefore did not refresh their visual state."
home-assistant#android#3112,"In this Android repository/app, there was a problem where the Wear OS daily steps sensor (and related health sensors) stopped updating for long periods (for example, the last update was seven hours ago) while the watch was paired and being used. This resulted in stale step counts and delayed sensor updates on the phone. Your task is to identify the root cause component and reason","The predicted root cause component is wear/src/main/java/io/homeassistant/companion/android/sensors/HealthServicesSensorManager.kt (Module: io.homeassistant.companion.android.sensors.HealthServicesSensorManager). The predicted root cause reason is that the Health Services passive listener/callback could become stale and stop providing updates and there was no timeout-based detection/restart (missing logic to re-register/restart the callback after prolonged inactivity), causing the daily steps sensor to stop updating."
home-assistant#android#3074,"In the Home Assistant Android repository, users reported that the Wear OS app always shows an error when loading entities on the watch (watch and phone app versions and Home Assistant server version were provided). Your task is to identify the root cause component and reason that led to this failure: which file or module was responsible, and what went wrong to cause the error when loading entities on the wearable.",The predicted root cause component is gradle/libs.versions.toml (the io.sentry:sentry-android dependency entry / the sentry-android dependency in the build configuration). The predicted root cause reason is an incompatible/outdated dependency version: the project pinned io.sentry:sentry-android to 7.1.0 which caused a runtime incompatibility/error when loading entities on Wear (resolved by bumping the sentry-android version to 7.2.0).
home-assistant#android#2684,"In the android app repository, there was an issue where playing a video clip that was opened from a notification caused an ""Unable to connect to Home Assistant"" error message to appear on top of the video, even though the video continued to play. Your task is to identify the root cause component and reason","The predicted root cause component is app/src/main/java/io/homeassistant/companion/android/webview/WebViewActivity.kt (module: io.homeassistant.companion.android.webview.WebViewActivity). The predicted root cause reason is that the connection-check logic in WebViewActivity (waitForConnection) incorrectly showed the connection error prompt for URLs that are local or API paths — a missing/incorrect URL path check caused a spurious ""Unable to connect"" display."
home-assistant#android#2681,"In the Home Assistant Android app, there was a problem where enabling High Accuracy location mode caused the app to stop sending frequent location updates after running for a while — the app would stop accessing location at the expected high-frequency interval (e.g. every few seconds) even though High Accuracy mode remained enabled. This happened both in the foreground/high-accuracy service and in background location updates. Your task is to identify the root cause component and reason.","The predicted root cause component is app/src/full/java/io/homeassistant/companion/android/sensors/LocationSensorManager.kt (module: io.homeassistant.companion.android.sensors.LocationSensorManager). The predicted root cause reason is that the code did not track/detect when location updates had stopped (missing tracking of the last received location timestamp and missing recovery/restart logic), so background/high-accuracy location updates could silently stop and were not restarted."
home-assistant#android#2519,"In the android repository/app, a user reported that on a fresh install the app detected the server, asked for login and 2FA, but when they pressed ""Finish"" to complete initial setup the app immediately crashed with a ""Home Assistant has stopped"" error. This happened during the final connection/registration step after entering connection data (and occurred regardless of the location setting). Your task is to identify the root cause component and reason for this failure.","The predicted root cause component is app/src/main/java/io/homeassistant/companion/android/launch/LaunchActivity.kt (module: io.homeassistant.companion.android.launch.LaunchActivity). The predicted root cause reason is an unhandled exception during the initial registration sequence (saving URL / registering auth code / registering device) — specifically SSL/network-related errors (e.g., SSLHandshakeException / SSLException on older Android/OkHttp) were not caught, causing the app to crash."
home-assistant#android#2287,"In the android Home Assistant app, there was a severe failure: on a Samsung device running One UI (Android 12) tapping a Home Assistant device from the Device Controls panel caused the phone to hang and become unresponsive, requiring a reboot. Your task is to identify the root cause component and reason that led to this behavior.",The predicted root cause component is app/build.gradle.kts (module: app) — specifically the io.sentry:sentry-android dependency (version declared/managed in app/build.gradle.kts). The predicted root cause reason is an uncaught/untreated exception in Sentry callback handling (missing handling of callback exceptions) that could crash or hang the system UI; updating the sentry-android version to a release that catches these callback exceptions fixed the issue.
home-assistant#android#2090,"In the Android companion app repository, the WearOS app was crashing on startup on some watches and never progressed past the splash screen. This happened while the app was initializing UI input/scroll handling for wearable devices. Your task is to identify the root cause component and reason","The predicted root cause component is wear/src/main/java/io/homeassistant/companion/android/util/RotaryEventDispatcher.kt (class: io.homeassistant.companion.android.util.RotaryEventDispatcher). The predicted root cause reason is a NumberFormatException caused by attempting to parse a non-numeric string (using .toString().toFloat() on a reflected Method) when trying to obtain the scaled scroll factor on certain devices; there was no exception handling for devices without the rotary/scroll factor, so the app crashed."
home-assistant#android#2102,"In the android repository/app, there was a problem where turning High Accuracy location mode on via the notification command while away from home caused location updates to stop as soon as the user entered their home_expanded zone. The binary sensor and app notification still showed High Accuracy as enabled, but updates ceased until the mode was toggled again inside the app. Your task is to identify the root cause component and reason","The predicted root cause component is app/src/full/java/io/homeassistant/companion/android/sensors/LocationSensorManager.kt (Module: io.homeassistant.companion.android.sensors.LocationSensorManager). The predicted root cause reason is that the internal state used to track high accuracy mode (e.g., lastHighAccuracyMode / related state) was not updated/kept in sync when the mode was changed via the notification command (missing/incorrect state update), causing the background setup logic to mis-evaluate the change and not start/stop the high-accuracy location service as expected."
home-assistant#android#1925,"In the Home Assistant Android repository, there was a problem where a Pixel 4a running Android 12 stopped sending location/zone updates for days on one phone even though an identical phone with the same app version and configuration continued to report location normally. Your task is to identify the root cause component and reason that explain why location updates stopped on that device.",The predicted root cause component is app/build.gradle.kts (Module: app) — the dependency declaration for io.sentry:sentry-android. The predicted root cause reason is a faulty third-party dependency version (io.sentry:sentry-android:5.6.1) that interfered with the app's background/location behavior; upgrading the Sentry dependency to 5.6.2 resolved the issue.
home-assistant#android#1879,"In the android repository, there was an issue where after the Home Assistant server was switched from HTTP to HTTPS with a new SSL certificate, the Android client only sent updates while the app was in the foreground. When the app moved to the background it stopped updating sensors. Your task is to identify the root cause component and reason. In other words, specify the file or module that was changed to fix this and explain the underlying cause that made background updates fail.",The predicted root cause component is gradle/libs.versions.toml (module: gradle.libs.versions.toml). The predicted root cause reason is an outdated com.google.devtools.ksp dependency (was 2.0.0-1.0.21) causing incorrect/buggy code generation/annotation processing that led to background HTTPS update behavior failing; upgrading KSP to 2.0.0-1.0.22 resolved the issue.
home-assistant#android#1841,"In the Android repository, users observed that on Android 11 the Home Assistant power menu integration would not execute actions (taps produced a vibration but nothing happened) and long-pressing an entity produced a black, empty pop-up. This happened when interacting with the power menu UI. Your task is to identify the root cause component and reason that caused these UI/interaction failures.","The predicted root cause component is gradle/libs.versions.toml (the dependency entry for com.google.android.horologist:horologist-composables / the Horologist UI library). The predicted root cause reason is a bug/regression in the third-party Horologist UI library version 0.5.10 that broke UI/interaction handling for the power menu (missing/faulty UI behavior), fixed by bumping the dependency to 0.5.14."
home-assistant#android#1712,"In the Home Assistant Android repository, users reported that the app would log in successfully but then, after a short period of normal use (seconds to ~20s), the app would show “Unable To Connect to Home Assistant” and lose access (including via Nabu). Your task is to identify the root cause component and reason that led to this behavior.","The predicted root cause component is gradle/libs.versions.toml (Module: gradle.libs.versions.toml). The predicted root cause reason is incorrect/outdated dependency versions (specifically ksp and horologist entries) in the libs versions file that caused incompatible library artifacts to be used, resulting in authentication / connection failures (access denied) shortly after login."
FriesI23#mhabit#268,"In mhabit, there was a database migration to version 4 that caused the app to fail to start: on launch the migration attempted to recalculate habit record UUIDs and the process aborted with a unique-constraint error in the records table (UUID conflict). Your task is to identify the root cause component and reason","The predicted root cause component is lib/persistent/local/db_helper.dart (mhabit.persistent.local.db_helper.DatabaseToV4MigrateHelper.reCalcHabitRecordUUIDs). The predicted root cause reason is that the migration recalculated record UUIDs and attempted to update them without detecting/handling cases where different records would generate the same new UUID (duplicate UUID collisions), causing an SQLITE_CONSTRAINT_UNIQUE failure on the records table."
